Rank 1: 	['Ice', 'Fighting', 'Ground']       83.33%	Highest for 3 types.
Rank 871: 	['Poison', 'Bug', 'Dragon']         62.5%	
Rank 872: 	['Normal', 'Psychic', 'Bug']        62.5%	
Rank 873: 	['Ice', 'Poison', 'Dragon']         62.5%	
Rank 874: 	['Normal', 'Ice', 'Poison']         62.5%	
Rank 875: 	['Flying', 'Psychic', 'Dragon']     62.5%	
Rank 876: 	['Bug', 'Dragon', 'Dark']           62.5%	
Rank 877: 	['Normal', 'Rock', 'Dragon']        62.5%	
Rank 878: 	['Normal', 'Grass', 'Psychic']      62.5%	
Rank 879: 	['Grass', 'Steel']                  61.11%	
Rank 880: 	['Poison', 'Dark']                  61.11%	
Rank 881: 	['Electric', 'Ghost']               61.11%	
Rank 882: 	['Poison', 'Fairy']                 61.11%	
Rank 883: 	['Water', 'Electric']               61.11%	
Rank 884: 	['Poison', 'Ghost']                 61.11%	
Rank 885: 	['Water', 'Dragon']                 61.11%	
Rank 886: 	['Electric', 'Dark']                61.11%	
Rank 887: 	['Bug', 'Ghost']                    61.11%	
Rank 888: 	['Normal', 'Fighting']              61.11%	
Rank 889: 	['Grass', 'Poison']                 61.11%	
Rank 890: 	['Electric', 'Psychic']             61.11%	
Rank 891: 	['Grass', 'Bug']                    61.11%	
Rank 892: 	['Poison', 'Ghost', 'Dark']         61.11%	
Rank 893: 	['Normal', 'Electric', 'Ghost']     61.11%	
Rank 894: 	['Electric', 'Ghost', 'Dark']       61.11%	
Rank 895: 	['Normal', 'Poison', 'Ghost']       61.11%	
Rank 896: 	['Normal', 'Psychic', 'Ghost']      61.11%	
Rank 897: 	['Normal', 'Poison', 'Dark']        61.11%	
Rank 898: 	['Normal', 'Electric', 'Poison']    61.11%	
Rank 899: 	['Normal', 'Bug', 'Ghost']          61.11%	
Rank 900: 	['Bug', 'Ghost', 'Dark']            61.11%	
Rank 901: 	['Normal', 'Water', 'Dragon']       61.11%	
Rank 902: 	['Water', 'Electric', 'Grass']      61.11%	
Rank 903: 	['Normal', 'Electric', 'Psychic']   61.11%	
Rank 904: 	['Normal', 'Electric', 'Dark']      61.11%	
Rank 905: 	['Normal', 'Water', 'Grass']        61.11%	
Rank 906: 	['Normal', 'Psychic', 'Dark']       61.11%	
Rank 907: 	['Normal', 'Electric', 'Grass']     61.11%	
Rank 908: 	['Normal', 'Bug', 'Dark']           61.11%	
Rank 909: 	['Poison', 'Steel']                 59.72%	
Rank 910: 	['Dragon', 'Steel']                 59.72%	
Rank 911: 	['Electric', 'Poison']              59.72%	
Rank 912: 	['Psychic', 'Ghost']                59.72%	
Rank 913: 	['Normal', 'Fire']                  59.72%	
Rank 914: 	['Psychic', 'Fairy']                59.72%	
Rank 915: 	['Poison', 'Psychic']               59.72%	
Rank 916: 	['Flying', 'Dragon']                59.72%	
Rank 917: 	['Psychic', 'Dark']                 59.72%	
Rank 918: 	['Bug', 'Fairy']                    59.72%	
Rank 919: 	['Flying', 'Psychic']               59.72%	
Rank 920: 	['Normal', 'Ice']                   59.72%	
Rank 921: 	['Normal', 'Rock']                  59.72%	
Rank 922: 	['Ice', 'Dragon']                   59.72%	
Rank 923: 	['Grass', 'Dragon']                 59.72%	
Rank 924: 	['Normal', 'Dragon', 'Steel']       59.72%	
Rank 925: 	['Normal', 'Poison', 'Steel']       59.72%	
Rank 926: 	['Normal', 'Psychic', 'Fairy']      59.72%	
Rank 927: 	['Normal', 'Poison', 'Psychic']     59.72%	
Rank 928: 	['Psychic', 'Ghost', 'Dark']        59.72%	
Rank 929: 	['Normal', 'Flying', 'Psychic']     59.72%	
Rank 930: 	['Normal', 'Flying', 'Dragon']      59.72%	
Rank 931: 	['Psychic', 'Dragon', 'Fairy']      59.72%	
Rank 932: 	['Normal', 'Bug', 'Dragon']         59.72%	
Rank 933: 	['Normal', 'Ice', 'Dragon']         59.72%	
Rank 934: 	['Normal', 'Grass', 'Dragon']       59.72%	
Rank 935: 	['Ground']                          58.33%	Highest for 1 type.
Rank 936: 	['Poison', 'Flying']                58.33%	
Rank 937: 	['Normal', 'Water']                 58.33%	
Rank 938: 	['Ghost', 'Dragon']                 58.33%	
Rank 939: 	['Water', 'Grass']                  58.33%	
Rank 940: 	['Electric', 'Dragon']              58.33%	
Rank 941: 	['Electric', 'Grass']               58.33%	
Rank 942: 	['Bug', 'Dark']                     58.33%	
Rank 943: 	['Bug', 'Dragon']                   58.33%	
Rank 944: 	['Normal', 'Ghost', 'Dragon']       58.33%	
Rank 945: 	['Ghost', 'Dragon', 'Dark']         58.33%	
Rank 946: 	['Normal', 'Poison', 'Flying']      58.33%	
Rank 947: 	['Normal', 'Poison', 'Bug']         58.33%	
Rank 948: 	['Normal', 'Electric', 'Dragon']    58.33%	
Rank 949: 	['Normal', 'Dragon', 'Dark']        58.33%	
Rank 950: 	['Rock']                            56.94%	
Rank 951: 	['Normal', 'Steel']                 56.94%	
Rank 952: 	['Normal', 'Fairy']                 56.94%	
Rank 953: 	['Dragon', 'Fairy']                 56.94%	
Rank 954: 	['Poison', 'Dragon']                56.94%	
Rank 955: 	['Poison', 'Bug']                   56.94%	
Rank 956: 	['Dragon', 'Dark']                  56.94%	
Rank 957: 	['Normal', 'Grass']                 56.94%	
Rank 958: 	['Psychic', 'Dragon']               56.94%	
Rank 959: 	['Normal', 'Dragon', 'Fairy']       56.94%	
Rank 960: 	['Normal', 'Poison', 'Dragon']      56.94%	
Rank 961: 	['Normal', 'Psychic', 'Dragon']     56.94%	
Rank 962: 	['Fire']                            55.56%	
Rank 963: 	['Ice']                             55.56%	
Rank 964: 	['Normal', 'Ghost']                 55.56%	
Rank 965: 	['Normal', 'Electric']              55.56%	
Rank 966: 	['Normal', 'Flying']                55.56%	
Rank 967: 	['Normal', 'Bug']                   55.56%	
Rank 968: 	['Normal', 'Dark']                  55.56%	
Rank 969: 	['Normal', 'Ghost', 'Dark']         55.56%	Lowest for 3 types.
Rank 970: 	['Fairy']                           54.17%	
Rank 971: 	['Water']                           54.17%	
Rank 972: 	['Flying']                          54.17%	
Rank 973: 	['Fighting']                        54.17%	
Rank 974: 	['Ghost', 'Dark']                   54.17%	
Rank 975: 	['Normal', 'Psychic']               54.17%	
Rank 976: 	['Steel']                           52.78%	
Rank 977: 	['Ghost']                           51.39%	
Rank 978: 	['Dark']                            51.39%	
Rank 979: 	['Normal', 'Poison']                51.39%	Lowest for 2 types.
Rank 980: 	['Normal', 'Dragon']                51.39%	Lowest for 2 types.
Rank 981: 	['Psychic']                         50.0%	
Rank 982: 	['Electric']                        48.61%	
Rank 983: 	['Dragon']                          48.61%	
Rank 984: 	['Bug']                             48.61%	
Rank 985: 	['Grass']                           48.61%	
Rank 986: 	['Poison']                          47.22%	
Rank 987: 	['Normal']                          44.44%	Lowest for 1 type.
